chnm	casn	gene_name	assay_name	assay_format_type	assay_source_name	organism	logc	resp	idx
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.954242509	69.31989924	30187
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.522878745	1.999344477	30494
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.045757491	-0.666448159	30495
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.477121255	4.621435595	30496
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.477121255	37.63793292	30497
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.522878745	3.944062056	30498
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.954242509	10.54299137	30499
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.477121255	3.463345351	30500
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.045757491	-2.043045996	30501
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.477121255	46.79340107	30502
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.954242509	10.56484213	30503
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.477121255	2.130449033	30504
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.045757491	0.513492844	30505
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.522878745	-3.201136239	30506
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.477121255	50.66098547	30507
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.954242509	9.625259478	30508
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.522878745	1.999344477	30509
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.045757491	-0.666448159	30510
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.477121255	4.621435595	30511
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.477121255	37.63793292	30512
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.522878745	3.944062056	30513
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.954242509	10.54299137	30514
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.477121255	3.463345351	30515
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.045757491	-2.043045996	30516
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.477121255	46.79340107	30517
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.954242509	10.56484213	30518
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.477121255	2.130449033	30519
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.045757491	0.513492844	30520
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.522878745	-3.201136239	30521
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.477121255	50.66098547	30522
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.954242509	9.625259478	30523
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.522878745	-1.649522186	30836
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.477121255	1.819952523	30837
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.477121255	61.2879664	30838
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.045757491	1.259967131	30839
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.045757491	1.941688478	30840
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.954242509	18.40038956	30841
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.954242509	52.72992878	30842
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.522878745	-0.687808144	30843
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.477121255	5.88593341	30844
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.954242509	20.05599854	30845
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.045757491	0.651287358	30846
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.477121255	67.60606245	30847
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.954242509	51.51256924	30848
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.522878745	2.404285106	30849
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.477121255	7.529368799	30850
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.954242509	19.39862438	30851
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.477121255	60.86189056	30852
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.954242509	60.31407876	30853
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.522878745	3.080515177	30854
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.045757491	-4.496497703	30855
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.477121255	0.173231905	30856
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.954242509	16.12563079	30857
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.477121255	62.94343602	30858
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.954242509	65.85071929	30859
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.522878745	0.3088047	30860
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.045757491	-1.39338706	30861
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.477121255	3.020260601	30862
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.954242509	17.11983129	30863
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.477121255	63.9677638	30864
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.954242509	68.17052045	30865
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.522878745	-1.528959855	30866
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.045757491	3.954206523	30867
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.477121255	4.029524742	30868
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.954242509	14.55901182	30869
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.477121255	58.28877005	30870
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.954242509	68.62242977	30871
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.522878745	-1.649522186	30872
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.477121255	1.819952523	30873
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.477121255	61.2879664	30874
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.045757491	1.259967131	30875
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.045757491	1.941688478	30876
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.954242509	18.40038956	30877
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.954242509	52.72992878	30878
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.522878745	-0.687808144	30879
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.477121255	5.88593341	30880
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.954242509	20.05599854	30881
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.045757491	0.651287358	30882
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.477121255	67.60606245	30883
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.954242509	51.51256924	30884
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.522878745	2.404285106	30885
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.477121255	7.529368799	30886
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.954242509	19.39862438	30887
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.477121255	60.86189056	30888
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.954242509	60.31407876	30889
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.522878745	3.080515177	30890
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.045757491	-4.496497703	30891
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.477121255	0.173231905	30892
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.954242509	16.12563079	30893
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.477121255	62.94343602	30894
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.954242509	65.85071929	30895
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.522878745	0.3088047	30896
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.045757491	-1.39338706	30897
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.477121255	3.020260601	30898
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.954242509	17.11983129	30899
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.477121255	63.9677638	30900
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.954242509	68.17052045	30901
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.522878745	-1.528959855	30902
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	-0.045757491	3.954206523	30903
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.477121255	4.029524742	30904
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	0.954242509	14.55901182	30905
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.477121255	58.28877005	30906
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_0480	cell-based	OT	human	1.954242509	68.62242977	30907
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2	2.279557282	31953
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	1.737154585	31955
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1	-2.147621491	31957
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	1.297368614	31959
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0	1.942388038	31961
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	0.109946493	31963
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	-1.238730484	31965
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2	-1.575899729	31967
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	-0.886901708	31969
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	-0.021989299	31971
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1	-0.637689658	31973
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	-2.367514476	31975
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0	1.751814117	31977
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1	-2.088983361	31979
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	-0.784284981	31981
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2	-0.798944514	31983
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0	8.78838965	31985
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	-1.575899729	31987
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2	2.279557282	31989
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	1.737154585	31991
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1	-2.147621491	31993
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	1.297368614	31995
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0	1.942388038	31997
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	0.109946493	31999
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	-1.238730484	32001
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2	-1.575899729	32003
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	-0.886901708	32005
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	-0.021989299	32007
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1	-0.637689658	32009
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	-2.367514476	32011
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0	1.751814117	32013
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1	-2.088983361	32015
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	-0.784284981	32017
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2	-0.798944514	32019
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0	8.78838965	32021
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	-1.575899729	32023
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	1.806992274	32745
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	1.597485924	32747
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2	-0.235694644	32749
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1	-1.453450308	32751
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	1.676050805	32753
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0	0.693989787	32755
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	2.867618175	32757
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	-1.584391777	32759
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1	-0.104753175	32761
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0	1.597485924	32763
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2	0.091659028	32765
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2	-0.916590284	32767
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	0.301165379	32769
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	-2.003404478	32771
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	-0.995155166	32773
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	3.548513814	32775
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1	0.563048317	32777
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0	-0.523765877	32779
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	1.806992274	32781
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	1.597485924	32783
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2	-0.235694644	32785
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1	-1.453450308	32787
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	1.676050805	32789
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0	0.693989787	32791
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	2.867618175	32793
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	-1.584391777	32795
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1	-0.104753175	32797
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0	1.597485924	32799
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2	0.091659028	32801
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2	-0.916590284	32803
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	0.301165379	32805
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-0.522878745	-2.003404478	32807
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-2.522878745	-0.995155166	32809
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1.522878745	3.548513814	32811
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	-1	0.563048317	32813
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERaERb_1440	cell-based	OT	human	0	-0.523765877	32815
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_1440	cell-based	OT	human	0.954242509	13.03757537	35156
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_1440	cell-based	OT	human	1.477121255	61.3784291	35157
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_1440	cell-based	OT	human	-0.045757491	3.086690892	35158
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_1440	cell-based	OT	human	0.477121255	4.037056263	35159
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_1440	cell-based	OT	human	1.477121255	60.42806373	35160
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_1440	cell-based	OT	human	-0.522878745	0.818592022	35161
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_1440	cell-based	OT	human	0.477121255	3.142594737	35162
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_1440	cell-based	OT	human	0.954242509	11.79171824	35163
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_1440	cell-based	OT	human	-0.522878745	0.754701913	35164
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_1440	cell-based	OT	human	-0.045757491	0.323443677	35165
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_1440	cell-based	OT	human	0.954242509	15.36157809	35166
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_1440	cell-based	OT	human	1.477121255	53.96717646	35167
17-Methyltestosterone	58-18-4	estrogen receptor 2 (ER beta)	OT_ER_ERbERb_1440	cell-based	OT	human	-0.045757491	-1.529369484	35168
